Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
408,408,public static void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( ) ) ; java.lang.System.exit ( INT_1 ) ; },private static void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( TYPE_1 . METHOD_3 ( ) ) ; java.lang.System.exit ( INT_1 ) ; },['Update Wra'],486,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
409,409,"private static boolean METHOD_1 ( final java.lang.String name , final boolean VAR_1 ) { final java.lang.String value = TYPE_1 . METHOD_2 ( name , java.lang.String . METHOD_3 ( VAR_1 ) ) ; return java.lang.Boolean . METHOD_4 ( value ) ; }","private static boolean METHOD_1 ( final java.lang.String name , final boolean VAR_1 ) { final java.lang.String value = TYPE_1 . METHOD_2 ( name , new java.lang.Boolean ( VAR_1 ) . toString ( ) ) ; return java.lang.Boolean . METHOD_4 ( value ) ; }","['Update Invocation', 'Insert ConstructorCall', 'Move VariableRead', 'Delete TypeAccess']",487,"['Insert Invocation', 'Insert TypeReference', 'Delete TypeAccess', 'Delete Invocation']","['Invocation', 'ConstructorCall', 'VariableRead', 'TypeAccess']","['Invocation', 'TypeReference', 'TypeAccess', 'Invocation']",Partial Match,0.4,0.25,0.25,0.25,1,3,3
410,410,"public static TYPE_1 METHOD_1 ( java.util.Date date , int VAR_1 ) { return TYPE_2 . METHOD_2 ( date , VAR_2 , VAR_1 ) ; }","public static TYPE_1 METHOD_1 ( java.util.Date date , int VAR_1 ) { return TYPE_2 . METHOD_2 ( new TYPE_1 ( ) , VAR_2 , VAR_1 ) ; }","['Insert ConstructorCall', 'Delete VariableRead']",488,['Insert TypeReference'],"['ConstructorCall', 'VariableRead']",['TypeReference'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
411,411,void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; },void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( VAR_1 ) ; },['Insert VariableRead'],489,['Insert VariableRead'],['VariableRead'],['VariableRead'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
412,412,public void METHOD_1 ( byte [ ] VAR_1 ) throws TYPE_1 { super . METHOD_2 ( VAR_1 ) ; },public void METHOD_1 ( byte [ ] VAR_1 ) throws TYPE_1 { super . METHOD_1 ( VAR_1 ) ; },['Update Invocation'],490,['Update Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
413,413,private TYPE_1 METHOD_1 ( TYPE_1 date ) { return TYPE_2 . METHOD_2 ( date ) . METHOD_3 ( ) . METHOD_4 ( TYPE_3 . METHOD_5 ( ) ) . METHOD_6 ( ) ; },private TYPE_1 METHOD_1 ( TYPE_1 date ) { return date . METHOD_3 ( ) . METHOD_4 ( TYPE_3 . METHOD_5 ( ) ) . METHOD_6 ( ) ; },"['Update Invocation', 'Move Invocation', 'Update Invocation', 'Update Invocation', 'Move Invocation', 'Delete TypeAccess', 'Delete Invocation']",491,"['Delete Invocation', 'Delete TypeAccess']","['Invocation', 'Invocation', 'Invocation', 'Invocation', 'Invocation', 'TypeAccess', 'Invocation']","['Invocation', 'TypeAccess']",Exact Match,1.0,1.0,0.2857142857142857,0.4444444444444445,2,0,5
414,414,"public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . error ( STRING_1 , VAR_1 ) ; }","public void METHOD_1 ( java.lang.Throwable t ) { VAR_2 . error ( STRING_1 , t ) ; }","['Update Parameter', 'Update VariableRead']",492,"['Update Parameter', 'Update VariableRead']","['Parameter', 'VariableRead']","['Parameter', 'VariableRead']",Exact Match,1.0,1.0,1.0,1.0,2,0,0
415,415,"public boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return ( VAR_3 . equals ( STRING_1 ) ) && ( VAR_4 . equals ( STRING_2 ) ) ; }","public boolean METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return false ; }","['Insert Literal', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator']",493,"['Update Return', 'Delete Invocation', 'Delete BinaryOperator']","['Literal', 'TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation', 'BinaryOperator']","['Return', 'Invocation', 'BinaryOperator']",Partial Match,0.4,0.6666666666666666,0.25,0.36363636363636365,2,1,6
416,416,public synchronized void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( 1 ) ; TYPE_2 msg = VAR_2 . METHOD_3 ( ) ; VAR_3 = INT_1 ; VAR_4 . obj = VAR_1 ; VAR_2 . METHOD_4 ( msg ) ; },public synchronized void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( 1 ) ; TYPE_2 msg = VAR_2 . METHOD_3 ( ) ; VAR_3 = 1 ; VAR_4 . obj = VAR_1 ; VAR_2 . METHOD_4 ( msg ) ; },"['Insert Literal', 'Delete FieldRead']",494,['Update Assignment'],"['Literal', 'FieldRead']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
417,417,"TYPE_1 < java.lang.String , java.lang.Object > METHOD_1 ( java.lang.String VAR_1 ) throws TYPE_2 , TYPE_3 ;","TYPE_1 < java.lang.String , java.lang.Object > METHOD_1 ( java.lang.String VAR_1 ) throws TYPE_3 ;",['Delete TypeReference'],495,['Delete TypeReference'],['TypeReference'],['TypeReference'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
418,418,private final void METHOD_1 ( int VAR_1 ) { if ( ( VAR_2 ) < VAR_1 ) { VAR_2 = ( VAR_3 ) - ( VAR_1 - ( VAR_2 ) ) ; } else { VAR_2 = ( VAR_2 ) - VAR_1 ; } },private final void METHOD_1 ( int VAR_1 ) { if ( ( VAR_2 ) < VAR_1 ) { VAR_2 = ( VAR_3 ) - ( VAR_1 - ( VAR_2 ) ) ; } else { VAR_2 = ( VAR_2 ) - 1 ; } },"['Insert Literal', 'Delete VariableRead']",496,"['Update VariableRead', 'Update VariableRead']","['Literal', 'VariableRead']","['VariableRead', 'VariableRead']",GPT Missed Nodes,0.5,0.0,0.0,0.0,0,2,2
419,419,public void METHOD_1 ( java.lang.String VAR_1 ) { java.lang.System.out.println ( ( STRING_1 + VAR_1 ) ) ; out . METHOD_2 ( ( ( ( ( STRING_2 + ( name ) ) + STRING_3 ) + VAR_1 ) + STRING_4 ) ) ; out . METHOD_3 ( ) ; },"public void METHOD_1 ( java.lang.String VAR_1 ) { java.lang.System.out.println ( ( STRING_1 + VAR_1 ) ) ; out . METHOD_2 ( ( ( ( ( STRING_2 + ( name ) ) + STRING_3 ) + VAR_1 ) + ""\n"" ) ) ; out . METHOD_3 ( ) ; }","['Insert Literal', 'Delete FieldRead']",498,['Update TypeAccess'],"['Literal', 'FieldRead']",['TypeAccess'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
420,420,public int [ ] [ ] METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( this . VAR_1 ) ; },public int [ ] [ ] METHOD_1 ( ) { return VAR_1 ; },"['Insert FieldRead', 'Delete TypeAccess', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Invocation']",499,"['Delete TypeAccess', 'Delete Invocation', 'Insert VariableRead']","['FieldRead', 'TypeAccess', 'ThisAccess', 'FieldRead', 'Invocation']","['TypeAccess', 'Invocation', 'VariableRead']",Partial Match,0.4,0.6666666666666666,0.4,0.5,2,1,3
421,421,private boolean METHOD_1 ( ) { synchronized ( VAR_1 ) { return VAR_2 ; } },private boolean METHOD_1 ( ) { synchronized ( VAR_2 ) { return VAR_2 ; } },['Update FieldRead'],500,['Update VariableRead'],['FieldRead'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
422,422,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( ) ; this . VAR_1 = VAR_1 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete VariableRead', 'Delete Invocation']",502,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
423,423,"protected java.lang.Object METHOD_1 ( java.lang.Object VAR_1 , TYPE_1 VAR_2 , TYPE_2 VAR_3 ) throws java.io.IOException { TYPE_3 b = ( ( TYPE_3 ) ( super . METHOD_1 ( null , VAR_2 , VAR_3 ) ) ) ; return VAR_4 . build ( ) ; }","protected java.lang.Object METHOD_1 ( java.lang.Object VAR_1 , TYPE_1 VAR_2 , TYPE_2 VAR_3 ) throws java.io.IOException { TYPE_3 b = ( ( TYPE_3 ) ( super . METHOD_1 ( VAR_1 , VAR_2 , VAR_3 ) ) ) ; return VAR_4 . build ( ) ; }","['Insert VariableRead', 'Delete Literal']",505,['Update Invocation'],"['VariableRead', 'Literal']",['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
424,424,private void METHOD_1 ( ) throws TYPE_1 { if ( ( this . VAR_1 ) != null ) { TYPE_2 . METHOD_1 ( this . VAR_1 ) ; this . VAR_1 . METHOD_2 ( ) ; this . VAR_1 = null ; } },private void METHOD_1 ( ) throws TYPE_1 { if ( ( VAR_1 ) != null ) { TYPE_2 . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; } },"['Insert Invocation', 'Insert Invocation', 'Move TypeAccess', 'Insert TypeAccess', 'Insert TypeAccess', 'Delete ThisAccess', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete ThisAccess', 'Delete FieldRead', 'Delete Invocation', 'Delete ThisAccess']",506,"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess']","['Invocation', 'Invocation', 'TypeAccess', 'TypeAccess', 'TypeAccess', 'ThisAccess', 'ThisAccess', 'FieldRead', 'Invocation', 'ThisAccess', 'FieldRead', 'Invocation', 'ThisAccess']","['TypeAccess', 'TypeAccess', 'TypeAccess']",GPT Missed Nodes,0.25,0.0,0.0,0.0,0,3,13
425,425,public void METHOD_1 ( TYPE_1 node ) { this . VAR_1 = node ; METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 node ) { this . VAR_1 = node ; METHOD_2 ( false ) ; },['Insert Literal'],507,"['Insert LocalVariable', 'Insert Invocation']",['Literal'],"['LocalVariable', 'Invocation']",Partial Match,0.0,0.0,0.0,0.0,0,2,1
426,426,"public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { new TYPE_4 ( ) . execute ( ) ; return VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; }","public android.view.View METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 VAR_3 ) { return VAR_1 . METHOD_2 ( VAR_4 , VAR_2 , false ) ; }","['Delete ConstructorCall', 'Delete Invocation']",508,['Delete Invocation'],"['ConstructorCall', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
427,427,public static boolean METHOD_1 ( java.lang.Object ... VAR_1 ) { for ( java.lang.Object item : VAR_1 ) { if ( item != null ) { return true ; } } return false ; },public static boolean METHOD_1 ( java.lang.Object ... VAR_1 ) { for ( java.lang.Object item : VAR_1 ) { if ( item != null ) { return true ; } } return true ; },['Update Literal'],509,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
428,428,"public static TYPE_1 error ( java.lang.String VAR_1 , java.lang.String VAR_2 , java.lang.String VAR_3 ) { return new TYPE_1 ( VAR_1 , TYPE_2 . METHOD_1 ( VAR_2 , VAR_3 ) ) ; }","public static TYPE_1 error ( java.lang.String VAR_1 , java.lang.String VAR_2 ) { return new TYPE_1 ( VAR_1 , TYPE_2 . METHOD_1 ( VAR_2 ) ) ; }","['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",510,"['Delete Parameter', 'Delete Parameter', 'Delete Invocation']","['TypeReference', 'Parameter', 'VariableRead']","['Parameter', 'Parameter', 'Invocation']",Partial Match,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2
429,429,"public void METHOD_1 ( android.view.View view ) { METHOD_2 ( TYPE_1 . METHOD_3 ( ) , false ) ; }",public void METHOD_1 ( android.view.View view ) { METHOD_2 ( TYPE_1 . METHOD_3 ( ) ) ; },['Delete Literal'],511,['Delete LocalVariable'],['Literal'],['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
430,430,"public boolean METHOD_1 ( int VAR_1 , int id ) { return ( ( VAR_1 == ( VAR_2 ) ? ( this . METHOD_2 ( VAR_1 ) ) & INT_1 : this . METHOD_3 ( VAR_1 ) ) & ( 1L < < id ) ) > 0 ; }","public boolean METHOD_1 ( int VAR_1 , int id ) { return ( ( VAR_1 == ( VAR_2 ) ? ( this . METHOD_2 ( VAR_1 ) ) & INT_1 : this . METHOD_3 ( VAR_1 ) ) & ( 1 < < id ) ) > 0 ; }",['Update Literal'],512,['Update Literal'],['Literal'],['Literal'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
431,431,"private void METHOD_1 ( java.lang.String answer ) { METHOD_2 ( ) . METHOD_3 ( STRING_1 , answer ) ; METHOD_2 ( ) . METHOD_3 ( STRING_2 , STRING_3 ) ; METHOD_4 ( ) ; }","private void METHOD_1 ( java.lang.String answer ) { METHOD_4 ( answer ) ; METHOD_2 ( ) . METHOD_3 ( STRING_1 , answer ) ; }","['Move Invocation', 'Insert VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",513,"['Insert Invocation', 'Delete Invocation', 'Delete Invocation']","['Invocation', 'VariableRead', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,2,1,4
432,432,public boolean METHOD_1 ( ) { return ( this . VAR_1 ) > 0 ; },public boolean METHOD_1 ( ) { return ( this . VAR_1 ) != 0 ; },['Update BinaryOperator'],514,['Update BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
433,433,public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.System.out.println ( VAR_1 . METHOD_2 ( ) ) ; },public void METHOD_1 ( java.lang.String VAR_1 ) { java.lang.System.out.println ( VAR_1 ) ; },"['Update TypeReference', 'Move VariableRead', 'Delete Invocation']",515,"['Update TypeReference', 'Delete Invocation']","['TypeReference', 'VariableRead', 'Invocation']","['TypeReference', 'Invocation']",GPT Missed Nodes,0.6666666666666666,1.0,0.6666666666666666,0.8,2,0,1
434,434,public java.util.Set < TYPE_1 > METHOD_1 ( ) throws TYPE_2 { return this . VAR_1 . METHOD_1 ( ) ; },public java.util.Set < TYPE_1 > METHOD_1 ( ) throws TYPE_2 { return VAR_1 . METHOD_1 ( ) ; },"['Insert TypeAccess', 'Delete ThisAccess', 'Delete FieldRead']",516,['Delete TypeAccess'],"['TypeAccess', 'ThisAccess', 'FieldRead']",['TypeAccess'],GPT Missed Nodes,0.3333333333333333,0.0,0.0,0.0,0,1,3
435,435,"private void METHOD_1 ( ) { METHOD_2 ( ) ; METHOD_3 ( ) . METHOD_4 ( 0 , null , this ) ; }","private void METHOD_1 ( ) { METHOD_3 ( ) . METHOD_4 ( 0 , null , this ) ; }",['Delete Invocation'],517,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
436,436,double METHOD_1 ( ) throws java.lang.Exception { return java.lang.Double . METHOD_2 ( this . METHOD_3 ( ) ) ; },double METHOD_1 ( ) throws java.lang.Exception { return java.lang.Double . METHOD_2 ( METHOD_3 ( ) ) ; },['Delete ThisAccess'],518,['Delete TypeAccess'],['ThisAccess'],['TypeAccess'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
437,437,protected java.lang.String METHOD_1 ( ) { return new java.lang.String ( this . VAR_1 ) ; },public java.lang.String METHOD_1 ( ) { return new java.lang.String ( this . VAR_1 ) ; },['Update Wra'],519,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
438,438,"public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) ; TYPE_2 VAR_3 = TYPE_2 . METHOD_3 ( STRING_1 , VAR_4 ) ; VAR_5 . show ( VAR_2 , STRING_2 ) ; }","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 VAR_2 = METHOD_2 ( ) ; TYPE_2 VAR_3 = TYPE_2 . METHOD_3 ( STRING_1 , position ) ; VAR_5 . show ( VAR_2 , STRING_2 ) ; }","['Insert FieldRead', 'Delete TypeAccess']",521,['Update VariableRead'],"['FieldRead', 'TypeAccess']",['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
439,439,"private static float METHOD_1 ( final float value , final float min , final float VAR_1 ) { if ( min == VAR_1 ) { return FLOAT_1 ; } return ( value - min ) / ( VAR_1 - min ) ; }","private static float METHOD_1 ( final float value , final float min , final float VAR_1 ) { return ( value - min ) / ( VAR_1 - min ) ; }","['Delete VariableRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete FieldRead', 'Delete Return', 'Delete Block', 'Delete If']",522,['Delete Assignment'],"['VariableRead', 'VariableRead', 'BinaryOperator', 'FieldRead', 'Return', 'Block', 'If']",['Assignment'],Partial Match,0.0,0.0,0.0,0.0,0,1,7
440,440,"public void METHOD_1 ( int VAR_1 , TYPE_1 [ ] VAR_2 , byte [ ] VAR_3 , java.lang.Throwable error ) { if ( VAR_3 != null ) { TYPE_2 . METHOD_2 ( STRING_1 , new java.lang.String ( VAR_3 ) ) ; } }","public void METHOD_1 ( int VAR_1 , TYPE_1 [ ] VAR_2 , byte [ ] VAR_3 , java.lang.Throwable error ) { if ( VAR_3 != null ) TYPE_2 . METHOD_2 ( STRING_1 , new java.lang.String ( VAR_3 ) ) ; else { } }",['Insert Block'],523,['Insert Wra'],['Block'],['Wra'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
441,441,"public TYPE_1 METHOD_1 ( int position ) { return TYPE_2 . METHOD_2 ( VAR_1 . get ( position ) . VAR_2 , position ) ; }",public TYPE_1 METHOD_1 ( int position ) { return TYPE_2 . METHOD_2 ( VAR_1 . get ( position ) . VAR_2 ) ; },['Delete VariableRead'],524,['Delete VariableRead'],['VariableRead'],['VariableRead'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
442,442,"public static void main ( java.lang.String [ ] args ) { new TYPE_1 ( INT_1 , INT_2 , INT_3 , INT_4 ) . METHOD_1 ( ) ; }","public static void main ( java.lang.String [ ] args ) { new TYPE_1 ( INT_4 , INT_2 , INT_3 , INT_4 ) . METHOD_1 ( ) ; }",['Update FieldRead'],525,['Update LocalVariable'],['FieldRead'],['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
443,443,"public java.lang.String METHOD_1 ( java.lang.String ... params ) { return ( VAR_1 . METHOD_2 ( ) . replace ( STRING_1 , VAR_2 . getConfig ( ) . getString ( STRING_2 ) ) ) + ( METHOD_3 ( params ) ) ; }","private java.lang.String METHOD_1 ( java.lang.String ... params ) { return ( VAR_1 . METHOD_2 ( ) . replace ( STRING_1 , VAR_2 . getConfig ( ) . getString ( STRING_2 ) ) ) + ( METHOD_3 ( params ) ) ; }",['Update Wra'],526,['Insert Wra'],['Wra'],['Wra'],Exact Match,1.0,0.0,0.0,0.0,0,1,1
444,444,public static boolean METHOD_1 ( java.lang.Integer VAR_1 ) { return VAR_1 >= 0 ; },public static boolean METHOD_1 ( java.lang.Integer VAR_1 ) { return VAR_1 > 0 ; },['Update BinaryOperator'],527,['Update BinaryOperator'],['BinaryOperator'],['BinaryOperator'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
445,445,"public void METHOD_1 ( ) { java.lang.String VAR_1 = VAR_2 . METHOD_2 ( ) ; VAR_3 . assertNotNull ( VAR_1 ) ; org.testng.Assert.assertEquals ( VAR_1 , VAR_4 ) ; }","public void METHOD_1 ( ) { java.lang.String VAR_1 = VAR_2 . METHOD_2 ( ) ; assertNotNull ( VAR_1 ) ; org.testng.Assert.assertEquals ( VAR_1 , VAR_4 ) ; }",['Update TypeAccess'],528,['Delete TypeAccess'],['TypeAccess'],['TypeAccess'],Exact Match,1.0,0.0,0.0,0.0,0,1,1
446,446,"public TYPE_1 < TYPE_2 , TYPE_3 > METHOD_1 ( int VAR_1 ) { return this . METHOD_1 ( VAR_1 , false ) ; }","public TYPE_1 < TYPE_2 , TYPE_3 > METHOD_1 ( int VAR_1 ) { return this . METHOD_1 ( VAR_1 , true ) ; }",['Update Literal'],529,['Update Invocation'],['Literal'],['Invocation'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
447,447,"protected TYPE_1 getValue ( java.lang.Object VAR_1 ) throws TYPE_2 { return TYPE_3 . METHOD_1 ( METHOD_2 ( ) , VAR_2 , null , null ) ; }","protected TYPE_1 getValue ( java.lang.Object VAR_1 ) throws TYPE_2 { return TYPE_3 . METHOD_1 ( METHOD_2 ( ) , VAR_2 ) ; }","['Delete Literal', 'Delete Literal']",530,"['Delete VariableRead', 'Delete VariableRead']","['Literal', 'Literal']","['VariableRead', 'VariableRead']",Partial Match,0.0,0.0,0.0,0.0,0,2,2
448,448,"public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.util.List < TYPE_1 > VAR_2 , int select ) { VAR_3 = VAR_1 ; VAR_3 . METHOD_2 ( VAR_2 ) ; TYPE_2 . METHOD_3 ( VAR_3 , select ) ; }","public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.util.List < TYPE_1 > VAR_2 ) { VAR_3 = VAR_1 ; VAR_3 . METHOD_2 ( VAR_2 ) ; TYPE_2 . METHOD_3 ( VAR_3 , 0 ) ; }","['Insert Literal', 'Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",531,"['Delete Parameter', 'Update Invocation']","['Literal', 'TypeReference', 'Parameter', 'VariableRead']","['Parameter', 'Invocation']",Partial Match,0.2,0.5,0.25,0.3333333333333333,1,1,3
449,449,"public static void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String label ) { TYPE_2 . METHOD_1 ( VAR_1 , label , ( - 1 ) , ( - 1 ) , 0.0F ) ; }","public static void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String label ) { TYPE_2 . METHOD_1 ( VAR_1 , label , ( - 1 ) , ( - 1 ) ) ; }",['Delete Literal'],532,['Delete VariableRead'],['Literal'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
450,450,"public static void handle ( final java.lang.String info , final java.lang.Throwable VAR_1 , java.lang.Class < ? > VAR_2 , boolean VAR_3 ) { VAR_4 . handle ( info , VAR_1 , true , VAR_2 , null , null , VAR_3 ) ; }","public static void handle ( final java.lang.String info , final java.lang.Exception VAR_1 , java.lang.Class < ? > VAR_2 , boolean VAR_3 ) { VAR_4 . handle ( info , VAR_1 , true , VAR_2 , null , null , VAR_3 ) ; }",['Update TypeReference'],533,['Update Parameter'],['TypeReference'],['Parameter'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
451,451,void METHOD_1 ( ) { VAR_1 . remove ( ) ; },void METHOD_1 ( ) { VAR_1 . remove ( 0 ) ; },['Insert Literal'],534,['Insert VariableRead'],['Literal'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
452,452,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . put ( VAR_3 . id , VAR_1 ) ; VAR_1 . METHOD_2 ( ) ; if ( METHOD_3 ( ) ) TYPE_2 . METHOD_4 ( this ) ; METHOD_5 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . put ( VAR_3 . id , VAR_1 ) ; if ( METHOD_3 ( ) ) TYPE_2 . METHOD_4 ( this ) ; METHOD_5 ( ) ; }","['Delete VariableRead', 'Delete Invocation']",536,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
453,453,"public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 != null ) { TYPE_2 . METHOD_2 ( STRING_1 , VAR_2 . toString ( ) ) ; VAR_1 . METHOD_3 ( ) ; } else { TYPE_2 . METHOD_2 ( STRING_2 , STRING_3 ) ; } }","public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_1 != null ) { TYPE_2 . METHOD_2 ( STRING_1 , VAR_2 . toString ( ) ) ; } else { TYPE_2 . METHOD_2 ( STRING_2 , STRING_3 ) ; } }","['Delete VariableRead', 'Delete Invocation']",537,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
454,454,public boolean METHOD_1 ( int VAR_1 ) { try { VAR_2 . METHOD_2 ( VAR_1 ) ; } catch ( java.io.IOException VAR_3 ) { VAR_4 . METHOD_3 ( VAR_3 ) ; return false ; } return true ; },public boolean METHOD_1 ( int value ) { try { VAR_2 . METHOD_2 ( value ) ; } catch ( java.io.IOException VAR_3 ) { VAR_4 . METHOD_3 ( VAR_3 ) ; return false ; } return true ; },"['Update Parameter', 'Update VariableRead']",538,"['Update LocalVariable', 'Update VariableRead']","['Parameter', 'VariableRead']","['LocalVariable', 'VariableRead']",Partial Match,0.3333333333333333,0.5,0.5,0.5,1,1,1
455,455,public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; },['Delete Invocation'],539,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
456,456,public static synchronized TYPE_1 METHOD_1 ( ) { if ( ( ( VAR_1 ) == null ) || ( ( VAR_2 ) == null ) ) { VAR_1 = new TYPE_1 ( ) ; VAR_2 = new TYPE_2 ( ) ; } return VAR_1 ; },private static synchronized TYPE_1 METHOD_1 ( ) { if ( ( ( VAR_1 ) == null ) || ( ( VAR_2 ) == null ) ) { VAR_1 = new TYPE_1 ( ) ; VAR_2 = new TYPE_2 ( ) ; } return VAR_1 ; },['Update Wra'],541,['Update Wra'],['Wra'],['Wra'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
457,457,public java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { return this . VAR_1 ; },public java.util.ArrayList < TYPE_1 > METHOD_1 ( ) { return VAR_1 ; },['Delete ThisAccess'],542,['Delete TypeAccess'],['ThisAccess'],['TypeAccess'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
