fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
public void METHOD_1 ( long VAR_1 ) { if ( VAR_1 != ( VAR_2 ) ) { VAR_3 = true ; VAR_2 = VAR_1 ; } },public void METHOD_1 ( long VAR_1 ) { VAR_2 = VAR_1 ; },"['Move Assignment', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",1675
public void METHOD_1 ( long time ) { VAR_1 = time ; VAR_2 = VAR_3 ; METHOD_2 ( ) ; },public void METHOD_1 ( long time ) { VAR_1 = time ; METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1676
public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_2 = 0 ; VAR_3 . METHOD_2 ( VAR_1 ) ; },public void METHOD_1 ( ) { },"['Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",1677
"public void METHOD_1 ( java.lang.String key , java.lang.String value ) { VAR_1 . add ( new TYPE_1 ( key , value ) ) ; VAR_2 = null ; }","public void METHOD_1 ( java.lang.String key , java.lang.String value ) { VAR_1 . add ( new TYPE_1 ( key , value ) ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1678
"public void METHOD_1 ( ) { VAR_1 . i ( VAR_2 , ( STRING_1 + STRING_2 ) ) ; VAR_3 = VAR_4 . METHOD_2 ( ) ; VAR_5 = null ; VAR_6 . delete ( VAR_7 , VAR_5 , null ) ; }","public void METHOD_1 ( ) { VAR_5 = null ; VAR_6 . delete ( VAR_7 , VAR_5 , null ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",1679
public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) . remove ( VAR_2 ) ; VAR_3 = false ; VAR_4 = null ; VAR_5 = false ; VAR_6 = false ; },public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) . remove ( VAR_2 ) ; VAR_3 = false ; VAR_5 = false ; VAR_6 = false ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1680
private void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . get ( 0 ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_2 ( ) ; } VAR_3 . METHOD_3 ( VAR_4 ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; VAR_7 = false ; },private void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . get ( 0 ) ; if ( VAR_1 != null ) { VAR_1 . METHOD_2 ( ) ; } VAR_3 . METHOD_3 ( VAR_4 ) ; VAR_5 . METHOD_3 ( VAR_6 ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1681
void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( ) ) { METHOD_3 ( STRING_1 ) ; return ; } METHOD_3 ( STRING_2 ) ; VAR_2 = null ; VAR_3 = true ; VAR_4 = null ; VAR_5 = null ; VAR_1 . METHOD_1 ( ) ; },void METHOD_1 ( ) { if ( VAR_1 . METHOD_2 ( ) ) { METHOD_3 ( STRING_1 ) ; return ; } METHOD_3 ( STRING_2 ) ; VAR_3 = true ; VAR_4 = null ; VAR_5 = null ; VAR_1 . METHOD_1 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1682
public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = new TYPE_2 ( VAR_1 ) ; VAR_2 . METHOD_2 ( ) ; VAR_3 = this ; VAR_4 . add ( VAR_2 ) ; VAR_5 = false ; return this ; },public TYPE_1 METHOD_1 ( java.lang.String VAR_1 ) { TYPE_2 VAR_2 = new TYPE_2 ( VAR_1 ) ; VAR_2 . METHOD_2 ( ) ; VAR_3 = this ; VAR_4 . add ( VAR_2 ) ; return this ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1683
public void start ( ) { super . start ( ) ; sum = VAR_1 ; },public void start ( ) { super . start ( ) ; sum = 0.0 ; },"['Insert Literal', 'Delete FieldRead']",1684
"public boolean METHOD_1 ( ) { VAR_1 = true ; int VAR_2 = ( VAR_3 [ 0 ] . length ) - 1 ; return VAR_4 . METHOD_2 ( ( VAR_2 * VAR_2 ) , ( ( VAR_2 * VAR_2 ) + 1 ) ) ; }","public boolean METHOD_1 ( ) { int VAR_2 = ( VAR_3 [ 0 ] . length ) - 1 ; return VAR_4 . METHOD_2 ( ( VAR_2 * VAR_2 ) , ( ( VAR_2 * VAR_2 ) + 1 ) ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1685
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_3 . METHOD_2 ( ) ; VAR_2 . METHOD_1 ( VAR_1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_1 ( VAR_1 ) ; },"['Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",1686
public final TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { int VAR_2 = this . METHOD_2 ( this . VAR_3 ) ; if ( VAR_4 [ VAR_2 ] ) { this . METHOD_3 ( 1 ) ; return VAR_5 ; } this . result = false ; return VAR_6 ; },public final TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) { int VAR_2 = this . METHOD_2 ( this . VAR_3 ) ; if ( VAR_4 [ VAR_2 ] ) { this . METHOD_3 ( 1 ) ; return VAR_5 ; } return VAR_6 ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1687
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = null ; METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1688
private void METHOD_1 ( ) { android.content.Intent intent = getIntent ( ) ; this . VAR_1 = intent . METHOD_2 ( STRING_1 ) ; this . VAR_2 = intent . METHOD_2 ( STRING_2 ) ; this . VAR_3 = intent . METHOD_2 ( STRING_3 ) ; },private void METHOD_1 ( ) { android.content.Intent intent = getIntent ( ) ; this . VAR_1 = intent . METHOD_2 ( STRING_1 ) ; this . VAR_2 = intent . METHOD_2 ( STRING_2 ) ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",1689
public void METHOD_1 ( ) { while ( ( VAR_1 . size ( ) ) > 0 ) { VAR_2 . add ( VAR_1 . remove ( 0 ) ) ; } VAR_3 = 0 ; },public void METHOD_1 ( ) { while ( ( VAR_1 . size ( ) ) > 0 ) { VAR_2 . add ( VAR_1 . remove ( 0 ) ) ; } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1690
"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . METHOD_2 ( VAR_1 ) ; VAR_4 = VAR_3 ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . METHOD_2 ( VAR_1 ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1691
"public void METHOD_1 ( ) throws java.lang.Exception { VAR_1 = STRING_1 ; VAR_2 = new java.io.File ( VAR_1 ) ; VAR_3 = new TYPE_1 ( VAR_2 , VAR_4 ) ; }","public void METHOD_1 ( ) throws java.lang.Exception { VAR_2 = new java.io.File ( STRING_1 ) ; VAR_3 = new TYPE_1 ( VAR_2 , VAR_4 ) ; }","['Insert Assignment', 'Move FieldWrite', 'Insert ConstructorCall', 'Move FieldRead', 'Delete FieldWrite', 'Delete Assignment', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete Assignment']",1693
public final void METHOD_1 ( int VAR_1 ) { if ( ! ( VAR_2 ) ) { METHOD_2 ( ) ; VAR_2 = true ; } this . VAR_3 = VAR_1 ; },public final void METHOD_1 ( int VAR_1 ) { this . VAR_3 = VAR_1 ; },"['Delete FieldRead', 'Delete UnaryOperator', 'Delete Invocation', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete Block', 'Delete If']",1694
"public void METHOD_1 ( int VAR_1 , int VAR_2 ) { if ( VAR_3 ) throw new TYPE_1 ( STRING_1 ) ; VAR_4 = new TYPE_2 ( VAR_1 , VAR_2 ) ; VAR_5 = 0 ; VAR_3 = true ; }",public void METHOD_1 ( ) { if ( VAR_3 ) throw new TYPE_1 ( STRING_1 ) ; VAR_5 = 0 ; VAR_3 = true ; },"['Delete TypeReference', 'Delete Parameter', 'Delete TypeReference', 'Delete Parameter', 'Delete FieldWrite', 'Delete VariableRead', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete Assignment']",1696
public java.lang.String METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 = STRING_2 ; VAR_3 = STRING_2 ; VAR_4 = STRING_3 ; return STRING_4 ; },public java.lang.String METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( ) ; VAR_2 = STRING_2 ; VAR_4 = STRING_3 ; return STRING_4 ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1697
public void METHOD_1 ( ) { VAR_1 = null ; VAR_2 = null ; VAR_3 = 0 ; VAR_4 = null ; VAR_5 = null ; VAR_6 = null ; },public void METHOD_1 ( ) { VAR_1 = null ; VAR_2 = null ; VAR_5 = null ; VAR_6 = null ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1698
"protected void METHOD_1 ( long offset ) { METHOD_2 ( ) ; ( VAR_1 ) ++ ; METHOD_3 ( offset ) ; VAR_2 . put ( ( offset + INT_1 ) , ( ( byte ) ( 1 ) ) ) ; }","protected void METHOD_1 ( long offset ) { METHOD_3 ( offset ) ; VAR_2 . put ( ( offset + INT_1 ) , ( ( byte ) ( 1 ) ) ) ; }","['Delete Invocation', 'Delete FieldWrite', 'Delete UnaryOperator']",1699
public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { if ( VAR_1 != null ) { this . VAR_1 = VAR_1 ; } else { this . VAR_1 = new java.util.ArrayList < > ( ) ; } },public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Move Assignment', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete Block', 'Delete If']",1700
"public void METHOD_1 ( ) { java.lang.String VAR_1 = TYPE_1 . METHOD_2 ( ) . format ( new java.util.Date ( ) ) ; TYPE_2 . METHOD_3 ( VAR_2 , STRING_1 ) ; VAR_3 . setText ( STRING_2 ) ; VAR_4 = VAR_5 ; VAR_6 . METHOD_4 ( ) ; }","public void METHOD_1 ( ) { java.lang.String VAR_1 = TYPE_1 . METHOD_2 ( ) . format ( new java.util.Date ( ) ) ; TYPE_2 . METHOD_3 ( VAR_2 , STRING_1 ) ; VAR_3 . setText ( STRING_2 ) ; VAR_6 . METHOD_4 ( ) ; }","['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1701
public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_1 = null ; VAR_2 . METHOD_2 ( ) ; },public void METHOD_1 ( ) { super . METHOD_1 ( ) ; VAR_2 . METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1702
"public void METHOD_1 ( int VAR_1 , boolean VAR_2 ) { this . VAR_1 = VAR_1 ; this . VAR_2 = VAR_2 ; }",public void METHOD_1 ( int VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete TypeReference', 'Delete Parameter', 'Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",1703
"public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( this , STRING_1 , STRING_2 ) ; VAR_2 = TYPE_2 . METHOD_5 ( ) ; VAR_3 = TYPE_2 . METHOD_6 ( ) ; METHOD_7 ( ) ; }","public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( this , STRING_1 , STRING_2 ) ; METHOD_7 ( ) ; }","['Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment', 'Delete FieldWrite', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",1704
public static TYPE_1 METHOD_1 ( ) { if ( ( VAR_1 ) != null ) return VAR_1 ; else return VAR_1 = new TYPE_1 ( ) ; },public static TYPE_1 METHOD_1 ( ) { return VAR_1 ; },"['Move Return', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete Block', 'Delete FieldWrite', 'Delete ConstructorCall', 'Delete Assignment', 'Delete Return', 'Delete Block', 'Delete If']",1705
public void METHOD_1 ( ) throws java.lang.Exception { METHOD_2 ( ) ; VAR_1 = null ; VAR_2 = null ; VAR_3 = null ; },public void METHOD_1 ( ) throws java.lang.Exception { METHOD_2 ( ) ; VAR_1 = null ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1706
public void METHOD_1 ( ) { VAR_1 = - 1 ; VAR_2 = true ; VAR_3 . METHOD_2 ( ) ; },public void METHOD_1 ( ) { VAR_1 = - 1 ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment', 'Delete TypeAccess', 'Delete Invocation']",1707
public void METHOD_1 ( int VAR_1 ) { this . VAR_1 = VAR_1 ; this . VAR_2 = VAR_1 / INT_1 ; },public void METHOD_1 ( int VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Assignment']",1708
public void METHOD_1 ( ) { index = - 1 ; },public void METHOD_1 ( ) { },"['Delete FieldWrite', 'Delete Literal', 'Delete UnaryOperator', 'Delete Assignment']",1709
"private void METHOD_1 ( java.util.List < TYPE_1 > data ) { VAR_1 = new TYPE_2 ( METHOD_2 ( ) , TYPE_3 . METHOD_3 ( this ) , data ) ; VAR_2 . METHOD_4 ( VAR_1 ) ; }","private void METHOD_1 ( java.util.List < TYPE_1 > data ) { VAR_2 . METHOD_4 ( new TYPE_2 ( METHOD_2 ( ) , TYPE_3 . METHOD_3 ( this ) , data ) ) ; }","['Move ConstructorCall', 'Delete FieldWrite', 'Delete Assignment', 'Delete TypeAccess']",1710
private void METHOD_1 ( ) { METHOD_2 ( ) ; METHOD_3 ( ) ; ( VAR_1 ) -- ; VAR_2 = false ; },private void METHOD_1 ( ) { METHOD_2 ( ) ; METHOD_3 ( ) ; ( VAR_1 ) -- ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1711
public void METHOD_1 ( int VAR_1 ) { this . VAR_1 = VAR_1 ; VAR_2 . METHOD_2 ( ) ; VAR_3 . METHOD_2 ( ) ; VAR_4 . METHOD_2 ( ) ; },public void METHOD_1 ( int VAR_1 ) { },"['Delete ThisAccess', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",1712
public void METHOD_1 ( ) { try { VAR_1 = VAR_2 ; TYPE_1 VAR_3 = new TYPE_1 ( ) ; VAR_3 . METHOD_2 ( true ) ; } catch ( java.lang.Exception VAR_4 ) { VAR_4 . METHOD_3 ( ) ; } },public void METHOD_1 ( ) { try { TYPE_1 VAR_3 = new TYPE_1 ( ) ; VAR_3 . METHOD_2 ( true ) ; } catch ( java.lang.Exception VAR_4 ) { VAR_4 . METHOD_3 ( ) ; } },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1713
"private void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = new java.util.ArrayList < > ( ) ; VAR_1 . METHOD_2 ( VAR_2 , VAR_3 class . METHOD_3 ( ) ) ; VAR_4 = VAR_1 . METHOD_4 ( ) ; }","private void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = new java.util.ArrayList < > ( ) ; VAR_1 . METHOD_2 ( VAR_2 , VAR_3 class . METHOD_3 ( ) ) ; }","['Delete FieldWrite', 'Delete VariableRead', 'Delete Invocation', 'Delete Assignment']",1714
public void init ( TYPE_1 VAR_1 ) throws TYPE_2 { VAR_2 = java.util.Arrays.asList ( VAR_1 . METHOD_1 ( STRING_1 ) . split ( STRING_2 ) ) ; VAR_3 = VAR_1 . METHOD_1 ( STRING_3 ) ; },public void init ( TYPE_1 VAR_1 ) throws TYPE_2 { VAR_3 = VAR_1 . METHOD_1 ( STRING_3 ) ; },"['Delete FieldWrite', 'Delete TypeAccess', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete Assignment']",1715
"public void METHOD_1 ( TYPE_1 line ) { VAR_1 = VAR_2 ; METHOD_2 ( VAR_3 , VAR_4 , VAR_1 ) ; }","public void METHOD_1 ( TYPE_1 line ) { METHOD_2 ( VAR_3 , VAR_4 , VAR_2 ) ; }","['Update TypeAccess', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1716
public void METHOD_1 ( TYPE_1 VAR_1 ) throws java.lang.Exception { VAR_2 = VAR_1 . METHOD_2 ( VAR_3 ) ; VAR_4 = VAR_1 . METHOD_3 ( ) . METHOD_4 ( VAR_5 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) throws java.lang.Exception { VAR_2 = VAR_1 . METHOD_2 ( VAR_3 ) ; },"['Delete FieldWrite', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment']",1718
public int METHOD_1 ( ) { VAR_1 . METHOD_2 ( INT_1 ) ; VAR_2 = - 1 ; java.lang.System.out.println ( STRING_1 ) ; return 0 ; },public int METHOD_1 ( ) { VAR_1 . METHOD_2 ( INT_1 ) ; java.lang.System.out.println ( STRING_1 ) ; return 0 ; },"['Delete FieldWrite', 'Delete Literal', 'Delete UnaryOperator', 'Delete Assignment']",1719
public void METHOD_1 ( ) { VAR_1 . setText ( STRING_1 ) ; VAR_1 . setEnabled ( true ) ; VAR_2 = false ; },public void METHOD_1 ( ) { VAR_1 . setText ( STRING_1 ) ; VAR_1 . setEnabled ( true ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1720
protected void METHOD_1 ( ) throws java.lang.Exception { super . METHOD_1 ( ) ; METHOD_2 ( false ) ; VAR_1 = METHOD_3 ( ) ; VAR_2 = getActivity ( ) ; VAR_3 = ( ( android.widget.Button ) ( VAR_2 . METHOD_4 ( VAR_4 ) ) ) ; },protected void METHOD_1 ( ) throws java.lang.Exception { super . METHOD_1 ( ) ; METHOD_2 ( false ) ; VAR_2 = getActivity ( ) ; VAR_3 = ( ( android.widget.Button ) ( VAR_2 . METHOD_4 ( VAR_4 ) ) ) ; },"['Delete FieldWrite', 'Delete Invocation', 'Delete Assignment']",1721
public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 = false ; METHOD_3 ( ) ; TYPE_2 . METHOD_4 ( VAR_4 ) ; VAR_5 . METHOD_5 ( ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( VAR_2 ) ; METHOD_3 ( ) ; TYPE_2 . METHOD_4 ( VAR_4 ) ; VAR_5 . METHOD_5 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1722
private void METHOD_1 ( ) { boolean VAR_1 = METHOD_2 ( ) ; if ( VAR_1 ) { VAR_2 = VAR_3 ; METHOD_3 ( ) ; } else { } },private void METHOD_1 ( ) { boolean VAR_1 = METHOD_2 ( ) ; if ( VAR_1 ) METHOD_3 ( ) ; else { } },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1724
public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; VAR_2 . show = false ; VAR_3 = false ; },public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; VAR_2 . show = false ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1725
"protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; result = getIntent ( ) . METHOD_3 ( STRING_1 ) ; TYPE_2 . METHOD_4 ( STRING_2 , result ) ; }",protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 ) ; },"['Delete FieldWrite', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Assignment', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete Invocation']",1727
public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; VAR_2 = null ; VAR_3 = false ; VAR_4 = false ; VAR_5 = false ; VAR_6 = VAR_7 ; },public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; VAR_2 = null ; VAR_3 = false ; VAR_4 = false ; VAR_5 = false ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1728
public void METHOD_1 ( int num ) { VAR_1 = num ; },public void METHOD_1 ( int num ) { this . VAR_1 = num ; },['Insert ThisAccess'],1729
private void METHOD_1 ( TYPE_1 < TYPE_2 > node ) { ( VAR_1 ) -- ; if ( ( VAR_1 ) == ( VAR_2 ) ) { VAR_3 = false ; VAR_4 = false ; } },private void METHOD_1 ( TYPE_1 < TYPE_2 > node ) { ( VAR_1 ) -- ; if ( ( VAR_1 ) == ( VAR_2 ) ) { VAR_3 = false ; } },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1730
"protected synchronized void METHOD_1 ( ) { this . METHOD_2 ( ) ; VAR_1 = true ; TYPE_1 . METHOD_3 ( VAR_2 , STRING_1 ) ; }","protected synchronized void METHOD_1 ( ) { this . METHOD_2 ( ) ; TYPE_1 . METHOD_3 ( VAR_2 , STRING_1 ) ; }","['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1731
private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ( STRING_1 + ( VAR_2 ) ) ) ; VAR_2 = STRING_2 ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ( STRING_1 + ( VAR_2 ) ) ) ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1732
public void add ( TYPE_1 VAR_1 ) { if ( ( ( VAR_2 ) == null ) || ( VAR_2 . METHOD_1 ( VAR_1 ) ) ) { VAR_3 = VAR_1 ; VAR_2 = VAR_1 ; } },public void add ( TYPE_1 VAR_1 ) { if ( ( ( VAR_2 ) == null ) || ( VAR_2 . METHOD_1 ( VAR_1 ) ) ) { VAR_2 = VAR_1 ; } },"['Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment']",1733
protected void METHOD_1 ( ) { METHOD_2 ( ) ; if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_3 ( ) ; VAR_1 = null ; } VAR_2 = VAR_3 ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_3 ( ) ; VAR_1 = null ; } },"['Update Wra', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1734
private boolean METHOD_1 ( java.lang.String VAR_1 ) { boolean VAR_2 = false ; if ( VAR_3 . equals ( VAR_4 ) ) { } else { VAR_2 = true ; VAR_5 = false ; } return VAR_2 ; },private boolean METHOD_1 ( java.lang.String VAR_1 ) { boolean VAR_2 = false ; if ( VAR_3 . equals ( VAR_4 ) ) { } else { VAR_2 = true ; } return VAR_2 ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1735
public TYPE_1 METHOD_1 ( ) { value = TYPE_1 . METHOD_2 ( ) ; return getValue ( ) ; },public TYPE_1 METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( ) ; },"['Move Invocation', 'Delete FieldWrite', 'Delete Assignment', 'Delete Invocation']",1736
public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; final TYPE_1 args = METHOD_2 ( ) ; VAR_2 = ( ( TYPE_2 ) ( args . METHOD_3 ( STRING_1 ) ) ) ; VAR_3 = STRING_2 ; VAR_4 = STRING_3 ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; final TYPE_1 args = METHOD_2 ( ) ; VAR_2 = ( ( TYPE_2 ) ( args . METHOD_3 ( STRING_1 ) ) ) ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment', 'Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1737
public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_2 . nodes = nodes ; VAR_3 = VAR_4 ; return VAR_1 ; },public TYPE_1 METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; VAR_2 . nodes = nodes ; return VAR_1 ; },"['Delete FieldWrite', 'Delete FieldRead', 'Delete Assignment']",1738
"public void METHOD_1 ( java.lang.String VAR_1 , int VAR_2 ) { if ( VAR_3 ) { VAR_4 . put ( VAR_1 , VAR_2 ) ; VAR_5 = VAR_2 ; METHOD_2 ( VAR_1 , true ) ; } else { VAR_5 = VAR_2 ; METHOD_2 ( true ) ; } }","public void METHOD_1 ( java.lang.String VAR_1 , int VAR_2 ) { VAR_4 . put ( VAR_1 , VAR_2 ) ; VAR_5 = VAR_2 ; METHOD_2 ( VAR_1 , true ) ; }","['Move Invocation', 'Move Assignment', 'Move Invocation', 'Delete FieldRead', 'Delete Block', 'Delete FieldWrite', 'Delete VariableRead', 'Delete Assignment', 'Delete Literal', 'Delete Invocation', 'Delete Block', 'Delete If']",1739
public void METHOD_1 ( ) { VAR_1 = false ; METHOD_2 ( ) ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; },"['Delete FieldWrite', 'Delete Literal', 'Delete Assignment']",1740
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; VAR_3 = new TYPE_2 ( VAR_4 ) ; VAR_5 . execute ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { VAR_1 . METHOD_2 ( ) ; TYPE_2 VAR_3 = new TYPE_2 ( VAR_4 ) ; VAR_5 . execute ( ) ; }","['Insert LocalVariable', 'Insert TypeReference', 'Move ConstructorCall', 'Delete FieldWrite', 'Delete Assignment']",1741
