fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
"public TYPE_1 METHOD_1 ( java.lang.String string , java.lang.String VAR_1 , java.lang.String VAR_2 ) { return new TYPE_1 ( ) ; }","public TYPE_1 METHOD_1 ( java.lang.String string , java.lang.String VAR_1 , java.lang.String VAR_2 ) { return null ; }","['Insert Literal', 'Delete ConstructorCall']",687
"public TYPE_1 delete ( java.lang.String VAR_1 , java.lang.Object value ) { new TYPE_2 ( this . VAR_2 , VAR_1 , value ) ; METHOD_1 ( false ) ; return this ; }","public TYPE_1 delete ( java.lang.String VAR_1 , java.lang.Object value ) { new TYPE_2 ( this . VAR_2 , VAR_1 , value ) ; METHOD_1 ( true ) ; return this ; }",['Update Literal'],688
"public void METHOD_1 ( int id , java.lang.String VAR_1 ) { VAR_2 . METHOD_1 ( new TYPE_1 ( id , VAR_1 ) ) ; }","public void METHOD_1 ( int id , java.lang.String name ) { VAR_2 . METHOD_1 ( new TYPE_1 ( id , name ) ) ; }","['Update Parameter', 'Update VariableRead']",689
public java.util.Set < java.lang.String > METHOD_1 ( ) { return this . VAR_1 ; },public java.util.List < java.lang.String > METHOD_1 ( ) { return VAR_1 ; },"['Update TypeReference', 'Delete ThisAccess']",690
public void METHOD_1 ( ) { if ( ( ( VAR_1 ) != null ) && ( ! ( VAR_2 . isEmpty ( ) ) ) ) METHOD_2 ( STRING_1 ) ; },public void METHOD_1 ( ) { if ( ( ( VAR_1 ) != null ) && ( ! ( VAR_2 . isEmpty ( ) ) ) ) METHOD_2 ( ) ; },['Delete TypeAccess'],691
"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 listener ) { VAR_3 . remove ( VAR_1 ) ; VAR_4 . add ( VAR_2 ) ; listener . METHOD_2 ( VAR_2 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 , TYPE_3 listener ) { VAR_3 . remove ( VAR_2 ) ; VAR_4 . add ( VAR_2 ) ; listener . METHOD_2 ( VAR_2 ) ; }",['Update VariableRead'],692
"public void METHOD_1 ( android.view.View view ) { VAR_1 = VAR_2 . getText ( ) . toString ( ) ; result = TYPE_1 . METHOD_2 ( first , VAR_3 , VAR_1 ) ; VAR_2 . setText ( null ) ; }","public void METHOD_1 ( android.view.View view ) { VAR_1 = ( ( java.lang.String ) ( VAR_2 . getText ( ) ) ) ; result = TYPE_1 . METHOD_2 ( first , result , VAR_1 ) ; VAR_2 . setText ( null ) ; }","['Move Invocation', 'Insert TypeReference', 'Insert FieldRead', 'Delete Invocation', 'Delete TypeAccess']",693
"public boolean METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 , int VAR_3 ) { VAR_1 . METHOD_2 ( ) ; return false ; }","public boolean METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 , int VAR_3 ) { return false ; }","['Delete VariableRead', 'Delete Invocation']",694
"public void METHOD_1 ( ) { if ( ( listener ) != null ) { listener . METHOD_2 ( VAR_1 , new TYPE_1 ( ) ) ; } }",public void METHOD_1 ( ) { if ( ( listener ) != null ) { listener . METHOD_2 ( VAR_1 ) ; } },['Delete ConstructorCall'],695
"public static TYPE_1 METHOD_1 ( java.util.Date date ) { return TYPE_1 . METHOD_2 ( VAR_1 . getTime ( ) , TYPE_2 . METHOD_3 ( ) , VAR_2 ) ; }","public static TYPE_1 METHOD_1 ( java.util.Date date ) { return TYPE_1 . METHOD_2 ( VAR_1 . getTime ( ) , TYPE_2 . METHOD_3 ( ) ) ; }",['Delete TypeAccess'],696
private void METHOD_1 ( ) { ( this . VAR_1 ) ++ ; },public void METHOD_1 ( ) { ( this . VAR_1 ) ++ ; },['Update Wra'],697
"public static TYPE_1 METHOD_1 ( java.lang.String path , TYPE_2 VAR_1 ) { TYPE_1 VAR_2 = TYPE_3 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( path , VAR_1 . METHOD_4 ( ) , VAR_3 ) ; return VAR_2 ; }","public static TYPE_1 METHOD_1 ( java.lang.String path , TYPE_2 VAR_1 ) { TYPE_1 VAR_2 = TYPE_3 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( path , null , VAR_3 ) ; return VAR_2 ; }","['Insert Literal', 'Delete VariableRead', 'Delete Invocation']",698
"public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , TYPE_1 VAR_3 , TYPE_1 VAR_4 , java.lang.String VAR_5 ) ;","public void METHOD_1 ( java.lang.String VAR_1 , java.lang.String VAR_2 , TYPE_1 VAR_3 , TYPE_1 VAR_4 ) ;","['Delete TypeReference', 'Delete Parameter']",699
"public static TYPE_1 < java.lang.String , java.lang.Object > METHOD_1 ( java.lang.String param , java.lang.Object value ) { TYPE_2 < java.lang.String , java.lang.Object > VAR_1 = TYPE_1 . METHOD_2 ( ) ; VAR_2 . put ( param , value ) ; return VAR_2 . build ( ) ; }","protected static TYPE_1 < java.lang.String , java.lang.Object > METHOD_1 ( java.lang.String param , java.lang.Object value ) { TYPE_2 < java.lang.String , java.lang.Object > VAR_1 = TYPE_1 . METHOD_2 ( ) ; VAR_2 . put ( param , value ) ; return VAR_2 . build ( ) ; }",['Update Wra'],701
public void METHOD_1 ( ) { int VAR_1 = size ( ) ; while ( ( VAR_1 -- ) > 0 ) VAR_2 . remove ( METHOD_2 ( ) ) ; },public void METHOD_1 ( ) { int VAR_1 = size ( ) ; while ( ( VAR_1 -- ) >= 0 ) VAR_2 . remove ( METHOD_2 ( ) ) ; },['Update BinaryOperator'],702
public void METHOD_1 ( final TYPE_1 VAR_1 ) { if ( VAR_2 . getText ( ) . trim ( ) . equals ( STRING_1 ) ) { METHOD_2 ( VAR_3 ) ; } },public void METHOD_1 ( final TYPE_1 VAR_1 ) { if ( this . VAR_2 . getText ( ) . trim ( ) . equals ( STRING_1 ) ) { this . METHOD_2 ( this . VAR_3 ) ; } },"['Insert ThisAccess', 'Insert FieldRead', 'Insert FieldRead', 'Insert ThisAccess', 'Insert ThisAccess', 'Delete TypeAccess', 'Delete TypeAccess']",703
public boolean METHOD_1 ( double VAR_1 ) { boolean VAR_2 = false ; if ( VAR_1 > 0 ) { this . length = VAR_1 ; VAR_2 = true ; } else { this . length = VAR_3 ; } return VAR_2 ; },public void METHOD_1 ( double VAR_1 ) { boolean VAR_2 = false ; if ( VAR_1 > 0 ) { this . length = VAR_1 ; VAR_2 = true ; } else { this . length = VAR_3 ; } },"['Update TypeReference', 'Delete VariableRead', 'Delete Return']",704
"public void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ""true"" ) ; boolean VAR_2 = VAR_1 . METHOD_3 ( VAR_3 , new java.util.HashMap < > ( ) ) ; TYPE_3 . METHOD_4 ( VAR_2 ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ""true"" , true ) ; boolean VAR_2 = VAR_1 . METHOD_3 ( VAR_3 , new java.util.HashMap < > ( ) ) ; TYPE_3 . METHOD_4 ( VAR_2 ) ; }",['Insert Literal'],705
public void METHOD_1 ( int VAR_1 ) { VAR_2 . METHOD_1 ( VAR_1 ) . METHOD_2 ( TYPE_1 : : getData ) . METHOD_3 ( TYPE_2 . METHOD_4 ( ) ) . METHOD_5 ( TYPE_3 . METHOD_6 ( ) ) . METHOD_7 ( TYPE_4 : : METHOD_8 ) ; },public void METHOD_1 ( int VAR_1 ) { VAR_2 . METHOD_1 ( 1 ) . METHOD_2 ( TYPE_1 : : getData ) . METHOD_3 ( TYPE_2 . METHOD_4 ( ) ) . METHOD_5 ( TYPE_3 . METHOD_6 ( ) ) . METHOD_7 ( TYPE_4 : : METHOD_8 ) ; },"['Insert Literal', 'Delete VariableRead']",706
"public boolean contains ( TYPE_1 p ) { return get ( VAR_1 , p , 0 ) ; }","public boolean contains ( TYPE_1 p ) { return get ( VAR_1 , p ) ; }",['Delete Literal'],707
public java.util.Set < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 ) { java.util.Set < TYPE_1 > set = this . VAR_2 . get ( VAR_1 ) ; return set == null ? new java.util.HashSet < TYPE_1 > ( ) : new java.util.HashSet < TYPE_1 > ( set ) ; },public java.util.Set < TYPE_1 > METHOD_1 ( java.lang.String VAR_1 ) { java.util.Set < TYPE_1 > set = this . VAR_2 . get ( VAR_1 ) ; return set == null ? new java.util.HashSet < TYPE_1 > ( ) : new java.util.HashSet ( set ) ; },[],709
"protected void METHOD_1 ( ) throws TYPE_1 { METHOD_2 ( super . METHOD_3 ( VAR_1 ) , ( STRING_1 + ( METHOD_4 ( ) ) ) , INT_1 ) ; }","protected void METHOD_1 ( ) throws TYPE_1 { METHOD_2 ( super . METHOD_3 ( VAR_1 ) , ( STRING_1 + ( METHOD_4 ( ) ) ) ) ; }",['Delete TypeAccess'],710
public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 . METHOD_2 ( ) ) == ( VAR_2 ) ) { TYPE_2 VAR_3 = new TYPE_2 ( VAR_4 ) ; VAR_3 . METHOD_3 ( true ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_1 . METHOD_2 ( ) ) == ( VAR_2 ) ) { TYPE_2 VAR_3 = new TYPE_2 ( ) ; VAR_3 . METHOD_3 ( true ) ; } },['Delete FieldRead'],711
public abstract void METHOD_1 ( ) ;,protected abstract void METHOD_1 ( ) ;,['Update Wra'],712
"public static java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { return ( VAR_2 ) != null ? VAR_1 . METHOD_2 ( VAR_2 , null ) . METHOD_1 ( ) : TYPE_3 . METHOD_3 ( ) ; }","public static java.util.List < TYPE_1 > METHOD_1 ( TYPE_2 VAR_1 ) { return VAR_1 != null ? VAR_1 . METHOD_2 ( VAR_2 , null ) . METHOD_1 ( ) : TYPE_3 . METHOD_3 ( ) ; }","['Insert VariableRead', 'Delete FieldRead']",713
public void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; METHOD_3 ( true ) ; } },private void METHOD_1 ( ) { if ( ( VAR_1 ) != null ) { VAR_1 . METHOD_2 ( ) ; VAR_1 = null ; METHOD_3 ( true ) ; } },['Update Wra'],714
public void METHOD_1 ( java.lang.String name ) { VAR_1 . METHOD_2 ( name ) ; METHOD_3 ( ) . METHOD_4 ( ) ; },public void METHOD_1 ( java.lang.String name ) { VAR_1 . METHOD_2 ( name ) ; METHOD_3 ( ) . METHOD_1 ( ) ; },['Update Invocation'],715
"private boolean METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( this ) . getBoolean ( getString ( VAR_1 ) , true ) ; }","private boolean METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( this ) . getBoolean ( getString ( VAR_1 ) , false ) ; }",['Update Literal'],716
"void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( VAR_1 , ( ( TYPE_2 ) ( VAR_1 ) ) . METHOD_3 ( ) ) ; }","void METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_2 ( event , ( ( TYPE_2 ) ( VAR_1 ) ) . METHOD_3 ( ) ) ; }","['Insert FieldRead', 'Delete VariableRead']",718
"protected static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , java.lang.String VAR_2 , TYPE_2 VAR_3 , boolean VAR_4 ) { TYPE_1 VAR_5 = TYPE_3 . METHOD_2 ( VAR_3 , VAR_2 , VAR_4 ) ; TYPE_3 . METHOD_3 ( VAR_5 ) ; return VAR_5 ; }","private static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , java.lang.String VAR_2 , TYPE_2 VAR_3 , boolean VAR_4 ) { TYPE_1 VAR_5 = TYPE_3 . METHOD_2 ( VAR_3 , VAR_2 , VAR_4 ) ; TYPE_3 . METHOD_3 ( VAR_5 ) ; return VAR_5 ; }",['Update Wra'],719
public java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { final java.lang.String VAR_2 = ( TYPE_1 . METHOD_2 ( VAR_1 ) ) + STRING_1 ; return VAR_2 ; },public java.lang.String METHOD_1 ( java.lang.String VAR_1 ) { final java.lang.String VAR_2 = VAR_1 + STRING_1 ; return VAR_2 ; },"['Move VariableRead', 'Delete TypeAccess', 'Delete Invocation']",720
"public java.util.List < TYPE_1 > METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.lang.Long VAR_2 ) { return VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; }",public java.util.List < TYPE_1 > METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { return VAR_3 . METHOD_1 ( VAR_1 ) ; },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",721
public java.lang.Long getId ( ) { return id ; },public long getId ( ) { return id ; },['Update TypeReference'],722
public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( TYPE_2 . METHOD_3 ( STRING_1 ) ) ; },public void METHOD_1 ( ) { METHOD_2 ( TYPE_2 . METHOD_3 ( STRING_1 ) ) ; },['Update TypeAccess'],723
public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; METHOD_2 ( VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ) ; METHOD_5 ( VAR_1 . METHOD_6 ( ) ) ; },public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; assertTrue ( VAR_1 . METHOD_3 ( ) . METHOD_4 ( ) ) ; METHOD_5 ( VAR_1 . METHOD_6 ( ) ) ; },['Update Invocation'],725
"public final java.util.HashMap < java.lang.String , java.lang.Object > METHOD_1 ( ) { if ( ! ( TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( ) ) ) { throw new TYPE_2 ( STRING_1 ) ; } return this . VAR_1 ; }","public final java.util.HashMap < java.lang.String , java.lang.Object > METHOD_1 ( ) { if ( ! ( TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( ) ) ) { throw new TYPE_2 ( STRING_1 ) ; } return VAR_1 ; }",['Delete ThisAccess'],726
"public void METHOD_1 ( int VAR_1 , byte [ ] data , int VAR_2 ) { VAR_3 . METHOD_2 ( VAR_1 , data , VAR_2 , true ) ; }","public void METHOD_1 ( int VAR_1 , byte [ ] value ) { VAR_3 . METHOD_2 ( VAR_1 , value , true ) ; }","['Update Parameter', 'Update VariableRead', 'Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",727
"public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , double VAR_2 , double VAR_3 , double VAR_4 , TYPE_3 VAR_5 ) { return new TYPE_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 ) ; }","public static TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , double VAR_2 , double VAR_3 , double VAR_4 , TYPE_3 VAR_5 , double startTime ) { return new TYPE_1 ( VAR_1 , VAR_2 , VAR_3 , VAR_4 , VAR_5 , startTime ) ; }","['Insert Parameter', 'Insert TypeReference', 'Insert VariableRead']",728
"public TYPE_1 < TYPE_2 > build ( ) { return new TYPE_1 ( new TYPE_3 ( VAR_1 , 0 , VAR_2 ) ) ; }","public TYPE_1 build ( ) { return new TYPE_1 ( new TYPE_3 ( VAR_1 , 0 , VAR_2 ) ) ; }",['Delete TypeReference'],729
public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; if ( VAR_1 != null ) VAR_1 . METHOD_2 ( this ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { this . VAR_1 = VAR_1 ; },"['Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete ThisAccess', 'Delete Invocation', 'Delete Block', 'Delete If']",730
"public void METHOD_1 ( TYPE_1 VAR_1 , boolean VAR_2 ) { if ( VAR_2 ) { VAR_3 . setText ( STRING_1 ) ; VAR_4 = true ; } else { VAR_3 . setText ( STRING_2 ) ; VAR_4 = false ; } }","public void METHOD_1 ( TYPE_1 VAR_1 , boolean VAR_2 ) { if ( VAR_2 ) { VAR_3 . setText ( STRING_1 ) ; VAR_4 = true ; } else { VAR_3 . setText ( STRING_2 ) ; VAR_4 = true ; } }",['Update Literal'],732
"protected abstract TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , TYPE_3 param ) ;",protected abstract TYPE_1 METHOD_1 ( TYPE_2 VAR_1 ) ;,"['Delete TypeReference', 'Delete Parameter']",733
"public void METHOD_1 ( java.lang.Object VAR_1 ) { if ( ( VAR_2 . size ( ) ) < 0 ) TYPE_1 . METHOD_2 ( this , STRING_1 , VAR_3 ) . show ( ) ; else TYPE_2 . METHOD_3 ( this , STRING_2 ) ; }","public void METHOD_1 ( java.lang.Object VAR_1 ) { if ( ( VAR_2 . size ( ) ) == 0 ) TYPE_1 . METHOD_2 ( this , STRING_1 , VAR_3 ) . show ( ) ; else TYPE_2 . METHOD_3 ( this , STRING_2 ) ; }",['Update BinaryOperator'],734
"public void METHOD_1 ( java.lang.String url , TYPE_1 VAR_1 ) { VAR_2 . put ( TYPE_2 . METHOD_2 ( url ) , VAR_1 ) ; }","public void METHOD_1 ( java.lang.String url , TYPE_1 VAR_1 ) { VAR_2 . put ( url , VAR_1 ) ; }","['Move VariableRead', 'Delete TypeAccess', 'Delete Invocation']",735
"public java.lang.String METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { java.util.List < TYPE_3 > VAR_3 = VAR_4 . METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( STRING_1 , VAR_3 ) ; java.lang.String view = STRING_2 ; return view ; }","public java.lang.String METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { java.util.List < TYPE_3 > VAR_3 = VAR_4 . METHOD_2 ( VAR_1 ) ; VAR_2 . METHOD_3 ( STRING_1 , VAR_3 ) ; java.lang.String view = STRING_2 ; return STRING_2 ; }","['Insert FieldRead', 'Delete VariableRead']",736
public static boolean METHOD_1 ( java.lang.String VAR_1 ) { if ( ( VAR_1 != null ) && ( VAR_2 . toLowerCase ( ) . trim ( ) . contains ( STRING_1 ) ) ) { return true ; } else { return false ; } },public static boolean METHOD_1 ( java.lang.String VAR_1 ) { if ( ( VAR_1 != null ) && ( VAR_2 . toLowerCase ( ) . trim ( ) . startsWith ( STRING_1 ) ) ) { return true ; } else { return false ; } },['Update Invocation'],737
public static TYPE_1 get ( ) { return VAR_1 ; },public static TYPE_1 get ( ) { return new TYPE_1 ( ) ; },"['Insert ConstructorCall', 'Delete FieldRead']",738
public void METHOD_1 ( ) { VAR_1 . delete ( VAR_2 . METHOD_2 ( ) . get ( 0 ) ) ; VAR_3 . assertTrue ( ( ( VAR_1 . count ( ) ) == 1 ) ) ; },public void METHOD_1 ( ) { VAR_1 . delete ( VAR_2 . METHOD_2 ( ) . get ( 0 ) ) ; assertTrue ( ( ( VAR_1 . count ( ) ) == 1 ) ) ; },['Update TypeAccess'],740
public void init ( ) { java.lang.System.out.println ( STRING_1 ) ; this . VAR_1 = TYPE_1 . METHOD_1 ( ) ; },public void init ( ) { java.lang.System.out.println ( STRING_1 ) ; this . VAR_1 = new TYPE_1 ( ) ; },"['Insert ConstructorCall', 'Delete TypeAccess', 'Delete Invocation']",741
public java.util.Date METHOD_1 ( long VAR_1 ) { return TYPE_1 . METHOD_2 ( VAR_2 class ) ; },public java.util.Date METHOD_1 ( long VAR_1 ) { return TYPE_1 . METHOD_2 ( ) ; },['Delete TypeAccess'],742
public void METHOD_1 ( java.lang.Long data ) { VAR_1 = VAR_2 ; METHOD_2 ( java.lang.String . METHOD_3 ( data ) ) ; },public void METHOD_1 ( long data ) { VAR_1 = VAR_2 ; METHOD_2 ( java.lang.String . METHOD_3 ( data ) ) ; },['Update TypeReference'],743
"protected < TYPE_1 , TYPE_2 , TYPE_3 > TYPE_4 < TYPE_1 , TYPE_2 , TYPE_3 > METHOD_1 ( TYPE_5 < TYPE_1 , TYPE_2 , TYPE_3 > VAR_1 ) { return new TYPE_6 ( VAR_1 ) ; }","private < TYPE_1 , TYPE_2 , TYPE_3 > TYPE_4 < TYPE_1 , TYPE_2 , TYPE_3 > METHOD_1 ( TYPE_5 < TYPE_1 , TYPE_2 , TYPE_3 > VAR_1 ) { return new TYPE_6 < TYPE_1 , TYPE_2 , TYPE_3 > ( VAR_1 ) ; }",['Update Wra'],744
"public boolean METHOD_1 ( ) throws TYPE_1 , TYPE_2 { if ( ! ( this . METHOD_2 ( ) ) ) return false ; if ( ( this . METHOD_3 ( ) ) != 0 ) { return true ; } return false ; }","public boolean METHOD_1 ( ) throws TYPE_1 , TYPE_2 { if ( ! ( this . METHOD_2 ( ) ) ) return false ; if ( ( this . METHOD_3 ( ) ) == 0 ) { return true ; } return false ; }",['Update BinaryOperator'],745
"public int METHOD_1 ( int line , int VAR_1 ) { return ( VAR_2 . get ( ( line - 1 ) ) ) + VAR_1 ; }","public int METHOD_1 ( int line , int VAR_1 ) { return ( VAR_2 . get ( line ) ) + VAR_1 ; }","['Move VariableRead', 'Delete Literal', 'Delete BinaryOperator']",746
"static java.lang.String METHOD_1 ( TYPE_1 VAR_1 , java.lang.String path ) { return null ; }",static java.lang.String METHOD_1 ( java.lang.String path ) { return null ; },"['Delete TypeReference', 'Delete Parameter']",747
public double METHOD_1 ( ) { METHOD_2 ( ) ; return VAR_1 [ index ] ; },public double METHOD_1 ( ) { return VAR_1 [ index ] ; },['Delete Invocation'],748
"public TYPE_1 METHOD_1 ( double VAR_1 , double to ) { VAR_2 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; VAR_4 = VAR_5 . METHOD_1 ( VAR_1 , to ) ; VAR_6 = VAR_7 . METHOD_1 ( VAR_1 , to ) ; return VAR_8 ; }","public TYPE_1 METHOD_1 ( double VAR_1 , double to ) { VAR_2 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; VAR_4 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; VAR_6 = VAR_3 . METHOD_1 ( VAR_1 , to ) ; return VAR_8 ; }","['Update TypeAccess', 'Update TypeAccess']",749
"public void METHOD_1 ( ) { TYPE_1 < TYPE_2 > VAR_1 = new TYPE_1 < TYPE_2 > ( new TYPE_3 < TYPE_2 > ( VAR_2 class , false ) ) ; VAR_1 . METHOD_2 ( STRING_1 , VAR_2 class ) ; }","public void METHOD_1 ( ) { TYPE_1 < TYPE_2 > VAR_1 = new TYPE_1 < TYPE_2 > ( new TYPE_3 < TYPE_2 > ( VAR_2 class , false ) ) ; VAR_1 . METHOD_2 ( ""0"" , VAR_2 class ) ; }","['Insert Literal', 'Delete TypeAccess']",751
"public void METHOD_1 ( java.util.Date VAR_1 ) { VAR_2 . METHOD_2 ( ) ; VAR_2 = VAR_3 . METHOD_3 ( query ( VAR_1 ) , new java.lang.String [ ] { } ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( ) { VAR_2 . METHOD_2 ( ) ; VAR_2 = VAR_3 . METHOD_3 ( query ( ) , new java.lang.String [ ] { } ) ; METHOD_4 ( ) ; }","['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead']",752
public void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 ) { METHOD_2 ( ) ; },public void METHOD_1 ( java.lang.Void item ) { METHOD_2 ( ) ; },"['Update Parameter', 'Update TypeReference', 'Delete TypeReference']",753
"public TYPE_1 METHOD_1 ( final android.content.Context context ) { return new TYPE_1 ( VAR_1 , VAR_2 . getString ( VAR_3 ) , context ) ; }","public TYPE_1 METHOD_1 ( final android.content.Context context ) { return new TYPE_1 ( VAR_1 , context ) ; }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",754
"public boolean METHOD_1 ( int VAR_1 , int VAR_2 ) { long VAR_3 = VAR_4 . METHOD_1 ( VAR_1 , VAR_2 ) ; VAR_5 = true ; METHOD_2 ( ) ; return VAR_3 != ( - 1 ) ; }","public boolean METHOD_1 ( int VAR_1 , boolean VAR_2 ) { long VAR_3 = VAR_4 . METHOD_1 ( VAR_1 , VAR_2 ) ; VAR_5 = true ; METHOD_2 ( ) ; return VAR_3 != ( - 1 ) ; }",['Update TypeReference'],755
"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . i ( VAR_4 , STRING_1 ) ; METHOD_2 ( VAR_2 ) ; VAR_5 . put ( VAR_2 . METHOD_3 ( ) , VAR_2 ) ; METHOD_4 ( VAR_2 , STRING_2 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 VAR_2 ) { VAR_3 . i ( VAR_4 , STRING_1 ) ; VAR_5 . put ( VAR_2 . METHOD_3 ( ) , VAR_2 ) ; METHOD_4 ( VAR_2 , STRING_2 ) ; }","['Delete VariableRead', 'Delete Invocation']",756
public void METHOD_1 ( ) { java.lang.System.out.println ( STRING_1 ) ; },public boolean METHOD_1 ( ) { return false ; },"['Update TypeReference', 'Insert Return', 'Insert Literal', 'Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",757
public double METHOD_1 ( ) { return FLOAT_1 ; },public double METHOD_1 ( ) { return 1.0 ; },"['Insert Literal', 'Delete FieldRead']",758
"protected void execute ( ) { METHOD_1 ( ) ; VAR_1 . set ( VAR_2 , VAR_3 ) ; }","protected void execute ( ) { METHOD_1 ( ) ; VAR_1 . set ( VAR_2 , VAR_2 ) ; }",['Update TypeAccess'],759
"public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { VAR_3 . put ( VAR_1 , new java.util.ArrayList < TYPE_1 > ( ) ) ; } }",public void METHOD_1 ( java.lang.String VAR_1 ) { if ( VAR_2 . METHOD_2 ( VAR_1 ) ) { VAR_3 . remove ( VAR_1 ) ; } },"['Update Invocation', 'Delete ConstructorCall']",760
"public static void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( ( ( STRING_1 + ( java.lang.String . METHOD_3 ( VAR_1 ) ) ) + STRING_2 ) , false ) ; }",public static void METHOD_1 ( int VAR_1 ) { TYPE_1 . METHOD_2 ( ( ( STRING_1 + ( java.lang.String . METHOD_3 ( VAR_1 ) ) ) + STRING_2 ) ) ; },['Delete Literal'],762
"public static void METHOD_1 ( int VAR_1 ) { synchronized ( VAR_2 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 , VAR_1 ) . METHOD_5 ( ) ; } }","public static void METHOD_1 ( int VAR_1 ) { synchronized ( VAR_2 ) { TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_4 ( VAR_3 , VAR_1 ) . commit ( ) ; } }",['Update Invocation'],763
"private java.lang.String METHOD_1 ( java.lang.String VAR_1 , java.lang.String fileName ) throws java.io.IOException { return METHOD_1 ( ( ( ( ( ( STRING_1 + ( VAR_2 ) ) + STRING_2 ) + VAR_1 ) + ( VAR_2 ) ) + fileName ) ) ; }","protected java.lang.String METHOD_1 ( java.lang.String VAR_1 , java.lang.String fileName ) throws java.io.IOException { return METHOD_1 ( ( ( ( ( ( STRING_1 + ( VAR_2 ) ) + STRING_2 ) + VAR_1 ) + ( VAR_2 ) ) + fileName ) ) ; }",['Update Wra'],764
"public static void METHOD_1 ( TYPE_1 p , int VAR_1 ) { if ( ( p . METHOD_2 ( VAR_1 ) ) != INT_1 ) return ; if ( p . METHOD_3 ( VAR_1 ) ) { java.lang.System.out.println ( STRING_1 ) ; } return ; }",public static void METHOD_1 ( TYPE_1 p ) { if ( ( p . METHOD_2 ( ) ) != INT_1 ) return ; if ( p . METHOD_3 ( ) ) { java.lang.System.out.println ( STRING_1 ) ; } return ; },"['Delete TypeReference', 'Delete Parameter', 'Delete VariableRead', 'Delete VariableRead']",765
